Track Name,Artist,Streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,analysis_url,duration_ms,time_signature,Genre,hiphop,rap,pop,trap,electronic,rnb,femalevocalists,dance,indie,latin,Label
WHAT'S GOOD,"Tyler, The Creator",2441468,0.458,0.909,1,-6.553,1,0.487,0.0567,4.26e-06,0.11,0.449,118.227,https://api.spotify.com/v1/audio-analysis/6bOkaEXc5CopinGazSLokx,205627,4,"hip hop,rap,ofwgkta,underground hip hop,swag,hip hop,rap,ofwgkta",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dreams - 2004 Remaster,Fleetwood Mac,2441194,0.828,0.4920000000000001,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4,"classic rock,rock,70s,blues,fleetwood mac,classic rock,rock,70s",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Dope Niggaz (feat. Snoop Dogg),Lil Wayne,2440264,0.752,0.7090000000000001,9,-5.053,1,0.28,0.0401,0.0,0.0601,0.644,84.97399999999998,https://api.spotify.com/v1/audio-analysis/2AwyHlbA6f641SEkizD5JG,205983,4,"hip hop, new orleans rap, pop rap, rap, trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Walk It Talk It,Migos,2438262,0.909,0.631,9,-5.447,1,0.205,0.0717,0.0,0.108,0.394,145.968,https://api.spotify.com/v1/audio-analysis/1jr1BnpXymcf2i97mTR8tJ,276147,4,"hiphop,trap,rap,traprap,hiphop,hiphop,trap,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
All Around Me,Justin Bieber,2434300,0.5660000000000001,0.438,0,-7.564,0,0.0367,0.809,0.0,0.212,0.6920000000000001,117.127,https://api.spotify.com/v1/audio-analysis/5Py8zRKGkZvgHniVVtvNCN,136907,4,"pop,rnb,justin bieber,black metal,christmas,pop,rnb,justin bieber",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Be Kind (with Halsey),Marshmello,2428184,0.63,0.633,4,-7.087999999999999,1,0.0457,0.007759999999999999,0.0,0.0541,0.452,93.995,https://api.spotify.com/v1/audio-analysis/3Z8FwOEN59mRMxDCtb8N0A,172762,4,"pop,indie,indie pop,female vocalists,american,dance,electronic,trap",0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,2427402,0.601,0.7240000000000001,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,https://api.spotify.com/v1/audio-analysis/4hQ6UGyWQIGJmHSo0J88JW,207905,4,"pop,female vocalists,disney,pop rock,dance,pop,female vocalists,disney",0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
LA CANCIÓN,J Balvin,2427362,0.754,0.6459999999999999,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.08900000000003,https://api.spotify.com/v1/audio-analysis/0fea68AdmYNygeTGI4RC18,242573,4,"reggaeton,pop,colombian,all,latin,reggaeton,pop,colombian",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Kiss and Make Up,Dua Lipa,2423056,0.675,0.7290000000000001,8,-4.383,1,0.146,0.0557,0.0,0.189,0.63,99.986,https://api.spotify.com/v1/audio-analysis/13hvHEstJ4sNbzdroPrPI3,190560,4,"pop,synthpop,british,female vocalists,electropop,pop,synthpop,british",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Chromatica I,Lady Gaga,2422891,0.231,0.457,6,-10.773,0,0.0318,0.0126,0.875,0.327,0.0588,65.827,https://api.spotify.com/v1/audio-analysis/3CGZ7wfk4skmuyQgua1C1K,60400,3,"pop,dance,electronic,lady gaga,female vocalists,pop,dance,electronic",0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1
Está Cabrón Ser Yo,Bad Bunny,2422269,0.81,0.8540000000000001,10,-3.999,0,0.254,0.0732,0.0,0.123,0.879,154.083,https://api.spotify.com/v1/audio-analysis/4saHEjXw7O1NXJOzBkUKKG,227939,4,"hip hop,rap,trap,latin trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
I Love Me,Demi Lovato,2421255,0.664,0.561,6,-7.0310000000000015,1,0.0495,0.0026100000000000003,0.0,0.0764,0.713,150.093,https://api.spotify.com/v1/audio-analysis/2IHLaN6wwYKQ3S24NsQqpA,203672,4,"pop,powerful,female vocalists,screaming,empowerment,pop,pop rock,female vocalists",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Hands On,Kanye West,2417896,0.514,0.393,1,-8.72,0,0.529,0.5579999999999999,0.0,0.282,0.598,78.039,https://api.spotify.com/v1/audio-analysis/7r6aR2f57resC5r93LwMfK,203174,4,"hip hop,rap,hip hop,kanye west,rnb,hip hop,rap,hip hop",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Nancy Mulligan,Ed Sheeran,2413711,0.68,0.852,7,-4.35,1,0.0349,0.117,0.0,0.0866,0.858,101.993,https://api.spotify.com/v1/audio-analysis/35QZaWQRkmnAVqBF1TLCxQ,179787,4,"acoustic,british,singer songwriter,pop,folk,acoustic,british,singer songwriter",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Glow,Drake,2412066,0.688,0.384,9,-8.824,0,0.375,0.2,0.0,0.708,0.4320000000000001,162.09799999999996,https://api.spotify.com/v1/audio-analysis/28irpKCCK9nn9DZSik2zEx,206120,4,"hip hop,rap,hip hop,rnb,drake,hip hop,rap,hip hop",1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Put Your Records On,Ritt Momney,2410834,0.399,0.4920000000000001,6,-10.777,0,0.0538,0.058,0.00101,0.11,0.159,91.066,https://api.spotify.com/v1/audio-analysis/1fah1uAs7HeTYDlNftKr3K,210463,4,"indie,indie pop,indie rock,bedroom pop,indie,indie pop,indie rock",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
Legends,Juice WRLD,2404780,0.594,0.7979999999999999,4,-5.244,1,0.0844,0.115,0.0,0.14300000000000002,0.381,142.049,https://api.spotify.com/v1/audio-analysis/1Knctxx9vGZxpZfF66BIEa,191840,4,"juice wrld,21st century in music,emo,emo rap,rap,hip hop,rap,cloud rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Sick Boy,The Chainsmokers,2404647,0.5479999999999999,0.58,11,-7.524,0,0.121,0.104,0.0,0.127,0.462,180.06599999999997,https://api.spotify.com/v1/audio-analysis/7jqDzXJS0K0Re8uphYNit0,193893,4,"pop,2018,electronic,trap,dance,electronic,pop,house",0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
Pa Mí - Remix,Dalex,2401166,0.688,0.62,11,-8.029,0,0.22,0.753,5.27e-06,0.158,0.727,170.018,https://api.spotify.com/v1/audio-analysis/224EVTFiLsdQignUFLvDeH,360960,4,"latin, r&b en espanol, reggaeton, trap latino",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Caramelo,Ozuna,2399094,0.728,0.8059999999999999,6,-3.766,1,0.0623,0.0531,0.000301,0.153,0.698,168.084,https://api.spotify.com/v1/audio-analysis/3gD4J3RUHy4OUuZ3qAiaiG,217547,4,"reggaeton,puerto rico,latin,puerto rican,latin urban,reggaeton,puerto rico,latin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Plug Walk,Rich The Kid,2396547,0.882,0.503,11,-6.6179999999999986,1,0.179,0.224,0.0,0.108,0.17600000000000002,95.011,https://api.spotify.com/v1/audio-analysis/0gD6lWJhbXHWNVwQziSVvl,175511,4,"richthekid,trap,rap,hiphop,2018single,rap,hiphop,trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Skepta Interlude,Drake,2396317,0.745,0.8220000000000001,7,-6.354,1,0.252,0.0103,4.2000000000000004e-06,0.155,0.415,86.73299999999998,https://api.spotify.com/v1/audio-analysis/2dfqS3MRtbLZSZA1IL8xY5,143214,5,"skepta, hip hop, pop, rap",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Nervous,Shawn Mendes,2393059,0.8390000000000001,0.625,0,-6.761,1,0.0769,0.0415,0.0,0.125,0.748,121.982,https://api.spotify.com/v1/audio-analysis/3ltYJpvukgAb9hLpCLoDOm,164187,4,"pop,2018 single,canadian,love,rnb,pop,canadian,folk",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Sigues Con El,Dímelo Flow,2392969,0.883,0.6679999999999999,9,-2.957,1,0.113,0.11,0.000529,0.0734,0.6759999999999999,87.97200000000002,https://api.spotify.com/v1/audio-analysis/7sQKy5vlPQllr0k9IjYJv3,226533,4,"latin,reggaeton,panama,latin,reggaeton,panama",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Em Calls Paul - Skit,Eminem,2391074,0.7070000000000001,0.314,6,-10.115,0,0.747,0.977,0.0,0.109,0.602,104.014,https://api.spotify.com/v1/audio-analysis/6B3zy3LOKHndqsviCr2z15,49024,4,"rap,hip hop,eminem,hip hop,pop,rap,hip hop,eminem",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
24K Magic,Bruno Mars,2380636,0.818,0.8029999999999999,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,https://api.spotify.com/v1/audio-analysis/6b8Be6ljOzmkOmFslEb23P,225983,4,"funk,pop,rnb,ballad,sexy,pop,rnb,male vocalists",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
La Curiosidad,Jay Wheeler,2379352,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.01299999999998,https://api.spotify.com/v1/audio-analysis/4HYDUMY0xSpeBr0AMY9cUz,219048,4,"latin,latin",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Here With Me,Marshmello,2378803,0.7909999999999999,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,https://api.spotify.com/v1/audio-analysis/5icOoE6VgqFKohjWWNp0Ac,156347,4,"dance,electronic,trap,edm,pop,dance,electronic,trap",0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
She,Harry Styles,2378481,0.535,0.521,0,-5.942,1,0.0272,0.000532,0.371,0.19,0.457,140.026,https://api.spotify.com/v1/audio-analysis/6SQLk9HSNketfgs2AyIiMs,362653,3,"rock,pop,alternative,british,poprock,rock,pop,alternative",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Revenge,XXXTENTACION,2377815,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,https://api.spotify.com/v1/audio-analysis/5TXDeTFVRVY7Cvt0Dw4vWW,120027,4,"hip hop,trap,rap,pop,xxxtentacion,hip hop,cloud rap,rap",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
I’m Ready (with Demi Lovato),Sam Smith,2376047,0.501,0.674,5,-6.363,1,0.0408,0.00346,3.5600000000000005e-05,0.282,0.152,155.05100000000004,https://api.spotify.com/v1/audio-analysis/1fipvP2zmef6vN2IwXfJhY,200838,4,"soul,pop,british,electronic,dance,soul,pop,british",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
Before You Go,Lewis Capaldi,2375637,0.459,0.575,3,-4.8580000000000005,1,0.0573,0.604,0.0,0.0885,0.183,111.881,https://api.spotify.com/v1/audio-analysis/7ce20yLkzuXXLUhzIDoZih,215107,4,"dutohe,alternative,2019,sad playlist,2010s,pop,scottish,singer songwriter",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,2374199,0.6609999999999999,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,https://api.spotify.com/v1/audio-analysis/7Feaw9WAEREY0DUOSXJLOM,163805,4,"house,electronic,dance,electropop,pop,house,electronic,dance",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
CÓMO SE SIENTE - Remix,Jhay Cortez,2370986,0.807,0.606,3,-8.871,0,0.08800000000000001,0.0946,0.0,0.119,0.304,92.988,https://api.spotify.com/v1/audio-analysis/2tFwfmceQa1Y6nRPhYbEtC,227520,4,"latin, reeggaeton, trap latino",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
What A Man Gotta Do,Jonas Brothers,2370330,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,https://api.spotify.com/v1/audio-analysis/4wNIkl5XGiAACjFBlDWuSd,180645,4,"pop,ryan tedder,2020,red velvet,2020s,pop,pop rock,disney",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Young Dumb & Broke,Khalid,2368458,0.7979999999999999,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.94899999999998,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,202547,4,"american,pop,colbert,2017 single,soul,rnb,soul,pop",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Giant (with Rag'n'Bone Man),Calvin Harris,2367650,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,https://api.spotify.com/v1/audio-analysis/5itOtNx0WxtJmi1TQ3RuRd,229184,4,"electronic,dance,electro,disco,electronica,electronic,dance,electro",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
HP,Maluma,2366224,0.8370000000000001,0.7909999999999999,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,https://api.spotify.com/v1/audio-analysis/31UjYv5vLsDkzchJOtUMtW,184436,4,"reggaeton,latin,pop,colombia,sexy,reggaeton,latin,pop",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Habitual,Justin Bieber,2363016,0.764,0.443,4,-6.625,1,0.0439,0.52,1.96e-05,0.0749,0.63,138.999,https://api.spotify.com/v1/audio-analysis/40qyPyljksBEqlNw5sW37T,168200,4,"pop,rnb,justin bieber,black metal,christmas,pop,rnb,justin bieber",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
STARING AT THE SKY,XXXTENTACION,2360561,0.557,0.338,5,-9.892,1,0.0257,0.134,0.00184,0.14,0.6890000000000001,140.935,https://api.spotify.com/v1/audio-analysis/4KpKyRFwN0gcwj58Uqjv7q,85124,4,"hip hop,cloud rap,rap,trap,emo,hip hop,cloud rap,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
GREECE (feat. Drake),DJ Khaled,2358568,0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-06,0.107,0.229,85.84,https://api.spotify.com/v1/audio-analysis/35RJhm1pEovTBwnNR0zWad,218902,4,"dj khaled,hip hop,rap,hip hop",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
To Be So Lonely,Harry Styles,2356043,0.758,0.436,0,-7.269,1,0.0418,0.618,1.6100000000000002e-05,0.335,0.605,104.959,https://api.spotify.com/v1/audio-analysis/5JiH89mHrv9oWHlD0T326z,192080,4,"rock,pop,alternative,british,pop rock,rock,pop,alternative",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Nevermind,Dennis Lloyd,2354159,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,https://api.spotify.com/v1/audio-analysis/63SevszngYpZOwf63o61K4,156600,4,"pop,edm,night,alternative,israeli,indie,indie pop,israeli",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
Slidin,21 Savage,2353215,0.774,0.706,2,-6.494,1,0.355,0.0016300000000000002,1.28e-06,0.104,0.382,152.891,https://api.spotify.com/v1/audio-analysis/7fxSLnklnayJNBIKntXedZ,185037,4,"trap,hip hop,rap,hip hop,atlanta",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Losses,Drake,2353146,0.551,0.57,1,-7.385,0,0.35100000000000003,0.28,0.0,0.424,0.505,85.68700000000003,https://api.spotify.com/v1/audio-analysis/6fLVTVaHWaEfVKfEgbkf4D,271184,4,Drake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Call You Mine,The Chainsmokers,2352384,0.591,0.7020000000000001,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.003,https://api.spotify.com/v1/audio-analysis/05CwHjIk71RXVU40boRMnR,217653,4,"electronic,pop,house,electro house,dance,electronic,pop,house",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
i'm so tired...,Lauv,2351454,0.599,0.733,11,-7.058,1,0.203,0.17600000000000002,0.0,0.242,0.534,102.211,https://api.spotify.com/v1/audio-analysis/7COXchtUOMd6uIT6HvmRaI,162583,4,"indie pop,pop,indie,jazz,american,indie pop,pop,indie",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
Many Men,21 Savage,2351039,0.635,0.7929999999999999,10,-4.333,0,0.0322,0.000647,0.747,0.113,0.281,77.594,https://api.spotify.com/v1/audio-analysis/3CDVMejYHnB1SkEEx0T1N4,201856,4,"trap,hip hop,rap,hip hop,atlanta",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Famous (feat. Reginae Carter),Lil Wayne,2350034,0.623,0.568,9,-5.664,1,0.14400000000000002,0.0302,0.0,0.25,0.115,149.852,https://api.spotify.com/v1/audio-analysis/05r1GGg1Rhs0RcUg27C82a,242050,4,"hip hop, new orleans rap, pop rap, rap, trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
R.E.M,Ariana Grande,2347744,0.831,0.485,10,-6.6770000000000005,0,0.15,0.375,1.47e-05,0.118,0.622,80.02199999999998,https://api.spotify.com/v1/audio-analysis/1xWH8zYtDeS9mW1JJG23VZ,245667,4,"pop,rnb,female vocalists,ariana grande,love at first listen,pop,rnb,female vocalists",0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
Narcos,Migos,2346234,0.936,0.585,0,-6.914,1,0.125,0.0142,0.0,0.132,0.242,124.991,https://api.spotify.com/v1/audio-analysis/0wbnC9AUenxp613TYaJsGK,255379,4,"hiphop,trap,rap,traprap,hiphop,hiphop,trap,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Bodak Yellow,Cardi B,2343380,0.929,0.723,11,-5.792000000000002,0,0.109,0.0672,0.0,0.34600000000000003,0.458,125.022,https://api.spotify.com/v1/audio-analysis/2771LMNxwf62FTAdpJMQfM,223962,4,"rap,trap,cardi b,gangsta rap,kodak black,hip hop,rap,trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
PASS OUT (feat. 21 Savage),Quavo,2342525,0.917,0.7859999999999999,11,-4.921,0,0.208,0.0403,0.0,0.195,0.441,143.03799999999995,https://api.spotify.com/v1/audio-analysis/3edzl4zvKFi0D3iuF6cs2f,224903,4,"migos,quavo,rap,hip hop,trap,migos,quavo,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
I'll Be Home,Meghan Trainor,2336934,0.514,0.362,2,-7.757999999999999,1,0.0263,0.303,9.3e-06,0.104,0.301,84.76700000000002,https://api.spotify.com/v1/audio-analysis/1hy6kKvsPbv7VTcllCuATC,219440,4,"christmas,pop,holiday,beautiful,female vocalists,pop,soul,female vocalists",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
GATTI,JACKBOYS,2335212,0.594,0.6759999999999999,2,-5.808,1,0.344,0.135,0.0,0.163,0.472,143.477,https://api.spotify.com/v1/audio-analysis/40mjsnRjCpycdUw3xhS20g,181145,4,"trap,rap,hiphop,hiphop,jackboys,trap,rap,hiphop",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Hand Me Downs,Mac Miller,2334705,0.677,0.33,2,-11.198,1,0.149,0.474,0.0008710000000000001,0.064,0.336,68.985,https://api.spotify.com/v1/audio-analysis/2Yv2mHzr5AQavVdwQjEokV,298440,4,"fip,mac miller",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
All Girls Are The Same,Juice WRLD,2332215,0.6729999999999999,0.449,0,-9.727,1,0.298,0.16899999999999998,0.00115,0.0731,0.21600000000000005,161.925,https://api.spotify.com/v1/audio-analysis/1dNyRyz1QBN9kO1etUs1PI,169295,4,"juice wrld,hip hop,rap,emo rap,cloud rap,hip hop,rap,cloud rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Sin Pijama,Becky G,2329186,0.7909999999999999,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,https://api.spotify.com/v1/audio-analysis/2ijef6ni2amuunRoKTlgww,188560,4,"pop,hip hop,female vocalists,rap,american,pop,hip hop,female vocalists",1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Celebration Station,Lil Uzi Vert,2328344,0.748,0.7709999999999999,6,-4.1560000000000015,1,0.15,0.101,0.0,0.135,0.792,142.086,https://api.spotify.com/v1/audio-analysis/25B5fGr9K0VdZJiRFsnMO4,195058,4,lil uzi vert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
BOP,DaBaby,2327200,0.769,0.787,11,-3.909,1,0.3670000000000001,0.189,0.0,0.129,0.836,126.77,https://api.spotify.com/v1/audio-analysis/6Ozh9Ok6h4Oi1wUSLtBseN,159715,4,"hip hop,rap,trap,hip hop,dababy,hip hop,rap,trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Heavy (feat. Kiiara),Linkin Park,2324536,0.59,0.6709999999999999,9,-6.098,1,0.0706,0.0484,0.0,0.0604,0.438,149.982,https://api.spotify.com/v1/audio-analysis/104buTcnP2AsxqB7U1FIZ4,169801,4,"pop,alternative,pop rock,rock,alternative rock,rock,nu metal,alternative rock",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Enigma,Lady Gaga,2322559,0.669,0.804,0,-4.035,1,0.036000000000000004,0.0306,0.0,0.6940000000000001,0.184,116.001,https://api.spotify.com/v1/audio-analysis/7JDbfYUHjDzQPFSDh5lzGs,179760,4,"pop,2018,28th december,pop,dance,electronic",0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
Bibia Be Ye Ye,Ed Sheeran,2320701,0.738,0.677,7,-5.121,1,0.0824,0.52,0.0,0.133,0.882,127.067,https://api.spotify.com/v1/audio-analysis/6SznMYPQJHzr3IwsAHLId2,176747,4,"acoustic,british,singer songwriter,pop,folk,acoustic,british,singer songwriter",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
<3,Bad Bunny,2320117,0.631,0.665,10,-7.588999999999999,0,0.229,0.602,1.7e-06,0.152,0.634,80.35300000000002,https://api.spotify.com/v1/audio-analysis/4MZSqgwlE71CWZ6qQ3gkKm,157967,4,"latin,hip hop,trap,reggaeton,puerto rican",1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Plastic Doll,Lady Gaga,2319755,0.743,0.853,0,-4.842,1,0.04,0.0019,3.4899999999999995e-05,0.0872,0.422,121.028,https://api.spotify.com/v1/audio-analysis/3CidPLqWXqgesJlwYVJZdy,221667,4,"pop,dance,electronic,lady gaga,female vocalists,pop,dance,electronic",0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1
Congratulations,Post Malone,2319165,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.4920000000000001,123.146,https://api.spotify.com/v1/audio-analysis/3a1lNhkSLSkpJE4MSHpDu9,220293,4,"post malone,migos,quavo,rap,hip hop,hip hop,rap,trap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Reborn,KIDS SEE GHOSTS,2318832,0.7290000000000001,0.504,8,-6.784,0,0.0321,0.401,1.44e-06,0.121,0.305,110.011,https://api.spotify.com/v1/audio-analysis/2Cbm6GtXnMurwRhvefK7sp,197001,4,"hip hop,rap,hip hop,experimental hip hop,kanye west,hip hop,rap,hip hop",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"Yo x Ti, Tu x Mi",ROSALÍA,2316059,0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.14300000000000002,0.579,91.952,https://api.spotify.com/v1/audio-analysis/7BlBVFwvbWvcwNcUarQmjk,201040,4,"rosalia,flamenco,pop,spanish",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Body,Loud Luxury,2316053,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.5820000000000001,121.958,https://api.spotify.com/v1/audio-analysis/43V1z6QToNNWNldV4FEG6r,163216,4,"house,dancepop,edm,linedance 2019,pop,house,pop,electronic",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Arcade,Duncan Laurence,2315473,0.45,0.329,9,-12.603,0,0.0441,0.818,0.00109,0.135,0.266,71.884,https://api.spotify.com/v1/audio-analysis/1Xi84slp6FryDSCbzq4UCD,183624,3,"eurovision,eurovision song contest 2019,dutch eurovision entries,eurovision 2019,pop ballad,dutch,soul,pop",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Cold,Maroon 5,2315191,0.703,0.715,9,-6.285,0,0.114,0.139,0.0,0.0456,0.4970000000000001,99.924,https://api.spotify.com/v1/audio-analysis/5NNlUMcOEOdoOIwwaWXv0k,234308,4,"pop,rap,pop rock,dancehall,rock,pop,rock,pop rock",0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Alfred - Interlude,Eminem,2314676,0.429,0.231,5,-20.43,1,0.402,0.878,0.0,0.279,0.914,74.545,https://api.spotify.com/v1/audio-analysis/4EmunTy7kNBYQivOa8F6b8,30133,5,"detroit hip hop,hip hop,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
what are you so afraid of,XXXTENTACION,2314446,0.639,0.312,0,-9.902,1,0.0301,0.774,0.469,0.0857,0.34700000000000003,103.369,https://api.spotify.com/v1/audio-analysis/57nOpVSc3j9o03Cr928ZM4,150769,4,"hip hop,cloud rap,rap,trap,emo,hip hop,cloud rap,rap",1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
A Tu Merced,Bad Bunny,2314387,0.86,0.7909999999999999,0,-4.784,1,0.0568,0.16899999999999998,0.000106,0.106,0.887,92.023,https://api.spotify.com/v1/audio-analysis/4r9jkMEnArtWGH2rL2FZl0,175918,4,"hip hop,reggaeton,rnb,latin pop,latin trap",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
